EnsemblGeneID,GeneName.x,BCells_ProHL,NKCells_ProHL,Hepatocytes_ProHL,Monocytes_ProHL
ENSG00000000419,DPM1,2.087703351,2.362243019,1.929237506,1.940048071
ENSG00000000938,FGR,NA,2.279415966,NA,1.967793601
ENSG00000000971,CFH,NA,NA,1.271597683,NA
ENSG00000001036,FUCA2,NA,NA,1.642241875,1.456760667
ENSG00000001084,GCLC,2.148701347,2.235748064,2.770145525,1.497220003
ENSG00000001167,NFYA,2.059044378,2.316357262,NA,NA
ENSG00000001497,LAS1L,1.859732568,2.418012771,1.87428463,1.931045757
ENSG00000001561,ENPP4,2.304744654,2.758835468,1.840529513,NA
ENSG00000001629,ANKIB1,NA,NA,NA,NA
ENSG00000001630,CYP51A1,NA,NA,1.290502061,NA
ENSG00000001631,KRIT1,NA,NA,NA,1.747139803
ENSG00000002330,BAD,2.157985337,NA,1.676391784,NA
ENSG00000002549,LAP3,1.981902379,2.618981089,2.298063427,2.024007188
ENSG00000002586,CD99,1.976680046,2.099829063,NA,1.462719856
ENSG00000002746,HECW1,NA,NA,NA,NA
ENSG00000002822,MAD1L1,1.877921066,2.531810898,1.599648402,1.656194062
ENSG00000002834,LASP1,2.196514698,2.659813554,2.003145899,1.925786358
ENSG00000002919,SNX11,1.562578334,NA,1.544972915,NA
ENSG00000003056,M6PR,2.045170362,2.368212481,2.176860726,1.725719749
ENSG00000003147,ICA1,NA,NA,NA,NA
ENSG00000003249,DBNDD1,NA,NA,NA,NA
ENSG00000003393,ALS2,NA,NA,NA,NA
ENSG00000003400,CASP10,NA,NA,NA,1.92969219
ENSG00000003436,TFPI,NA,NA,1.291857046,NA
ENSG00000003509,NDUFAF7,1.919553986,NA,1.814953084,1.694587651
ENSG00000003756,RBM5,1.506071875,1.67669361,1.318365983,1.360081955
ENSG00000003987,MTMR7,NA,NA,NA,NA
ENSG00000003989,SLC7A2,NA,NA,1.317373763,NA
ENSG00000004059,ARF5,1.942568551,NA,2.40745974,1.832438654
ENSG00000004139,SARM1,1.870807576,NA,NA,NA
ENSG00000004142,POLDIP2,1.609951728,1.900093902,1.622954491,1.593297146
ENSG00000004399,PLXND1,NA,NA,NA,1.251796338
ENSG00000004455,AK2,2.330916776,2.956043985,2.276995727,2.522797525
ENSG00000004468,CD38,NA,NA,NA,2.649329016
ENSG00000004478,FKBP4,1.751090407,NA,NA,1.589703915
ENSG00000004487,KDM1A,1.804779834,2.163988312,1.522078907,1.791715205
ENSG00000004534,RBM6,1.683852709,1.966737598,1.390263727,1.573521396
ENSG00000004660,CAMKK1,NA,NA,NA,NA
ENSG00000004700,RECQL,2.339667044,2.72931871,1.755966276,1.99808925
ENSG00000004766,VPS50,NA,NA,NA,NA
ENSG00000004779,NDUFAB1,NA,NA,2.259034526,NA
ENSG00000004848,ARX,NA,NA,NA,NA
ENSG00000004864,SLC25A13,2.142179778,NA,2.750787935,2.052033728
ENSG00000004866,ST7,NA,NA,1.876391062,NA
ENSG00000004897,CDC27,1.712624451,NA,1.422056081,1.618168427
ENSG00000004939,SLC4A1,2.519561562,NA,NA,NA
ENSG00000004961,HCCS,NA,NA,1.606596309,1.592992376
ENSG00000004975,DVL2,1.350732452,1.615076378,NA,NA
ENSG00000005007,UPF1,1.630570243,1.832330049,1.709227547,1.609178055
ENSG00000005020,SKAP2,NA,2.029513641,NA,1.872994904
ENSG00000005022,SLC25A5,2.353156176,2.885799817,2.158312726,2.198362877
ENSG00000005075,POLR2J,NA,NA,1.686618397,1.769871904
ENSG00000005108,THSD7A,NA,NA,NA,NA
ENSG00000005156,LIG3,1.935721337,2.361597528,1.8051541,1.987710943
ENSG00000005175,RPAP3,1.573376437,1.820913749,1.797752129,NA
ENSG00000005187,ACSM3,NA,NA,2.533273693,NA
ENSG00000005194,CIAPIN1,1.676789601,2.194422756,NA,1.830434682
ENSG00000005206,SPPL2B,1.371086342,NA,1.617157666,NA
ENSG00000005249,PRKAR2B,NA,NA,NA,NA
ENSG00000005302,MSL3,1.670672514,NA,NA,NA
ENSG00000005339,CREBBP,1.444325903,NA,NA,1.377178713
ENSG00000005381,MPO,NA,NA,1.741064889,NA
ENSG00000005421,PON1,NA,NA,2.278049016,NA
ENSG00000005436,GCFC2,1.80700706,NA,NA,NA
ENSG00000005448,WDR54,NA,NA,NA,NA
ENSG00000005469,CROT,NA,NA,1.729945979,NA
ENSG00000005483,KMT2E,1.284836638,NA,NA,NA
ENSG00000005486,RHBDD2,NA,NA,NA,NA
ENSG00000005810,MYCBP2,1.778625097,2.136761776,1.748567869,1.902451648
ENSG00000005844,ITGAL,1.828392407,2.056289165,NA,1.796317566
ENSG00000005882,PDK2,1.744488567,NA,1.492522928,1.719497017
ENSG00000005889,ZFX,NA,1.820962942,NA,NA
ENSG00000005893,LAMP2,2.040412443,2.411680301,1.778881698,1.883772124
ENSG00000005961,ITGA2B,2.633363909,NA,NA,NA
ENSG00000006007,GDE1,NA,NA,NA,1.911397337
ENSG00000006047,YBX2,NA,NA,NA,NA
ENSG00000006118,TMEM132A,NA,NA,NA,NA
ENSG00000006125,AP2B1,1.882228457,2.529470137,1.930416656,2.017262954
ENSG00000006282,SPATA20,NA,NA,1.798201619,1.944225968
ENSG00000006451,RALA,1.843469488,2.269507107,1.841334438,1.724140644
ENSG00000006453,BAIAP2L1,NA,NA,1.366535019,NA
ENSG00000006530,AGK,2.373531718,NA,2.134663105,NA
ENSG00000006534,ALDH3B1,NA,2.458554759,NA,1.858233326
ENSG00000006607,FARP2,NA,NA,1.664905105,NA
ENSG00000006625,GGCT,2.223703564,NA,NA,2.212972887
ENSG00000006712,PAF1,1.505556939,1.948628103,1.33278172,1.695455408
ENSG00000006715,VPS41,1.859873512,NA,1.568189986,1.713444339
ENSG00000006740,ARHGAP44,NA,NA,NA,NA
ENSG00000006744,ELAC2,1.567961035,1.844700789,1.382107136,1.467393495
ENSG00000006756,ARSD,2.210692981,NA,2.424569682,2.081861962
ENSG00000006757,PNPLA4,NA,NA,1.506606491,NA
ENSG00000007047,MARK4,NA,NA,NA,NA
ENSG00000007062,PROM1,NA,NA,NA,NA
ENSG00000007080,CCDC124,1.756000554,1.936970918,1.682321106,1.599440914
ENSG00000007168,PAFAH1B1,2.001493573,2.168777298,2.104359058,1.930760609
ENSG00000007174,DNAH9,1.872517549,NA,NA,NA
ENSG00000007202,KIAA0100,NA,NA,NA,1.92505154
ENSG00000007237,GAS7,NA,1.714254297,NA,1.527552572
ENSG00000007255,TRAPPC6A,1.463982525,NA,NA,1.578203551
ENSG00000007264,MATK,NA,1.971053076,NA,NA
ENSG00000007312,CD79B,1.581744915,NA,NA,NA
ENSG00000007350,TKTL1,NA,NA,NA,NA
ENSG00000007392,LUC7L,1.623580055,NA,1.78018405,1.675466711
ENSG00000007520,TSR3,1.28546729,NA,NA,NA
ENSG00000007923,DNAJC11,2.218367426,NA,2.202282564,2.030868796
ENSG00000007933,FMO3,NA,NA,2.642042882,NA
ENSG00000008018,PSMB1,2.113553983,2.725131324,2.041536768,2.1168849
ENSG00000008056,SYN1,NA,NA,NA,NA
ENSG00000008086,CDKL5,NA,NA,NA,NA
ENSG00000008118,CAMK1G,NA,NA,NA,NA
ENSG00000008130,NADK,1.48848726,1.64563838,NA,1.503477442
ENSG00000008256,CYTH3,NA,NA,NA,NA
ENSG00000008277,ADAM22,NA,NA,NA,NA
ENSG00000008282,SYPL1,2.655114413,NA,1.826340484,2.020328129
ENSG00000008294,SPAG9,1.787934893,2.053698696,NA,1.64872096
ENSG00000008311,AASS,NA,NA,2.265693789,NA
ENSG00000008394,MGST1,NA,NA,2.092703104,2.099088174
ENSG00000008513,ST3GAL1,NA,NA,1.710540448,NA
ENSG00000008838,MED24,1.795316807,2.154533522,1.843911417,1.946341712
ENSG00000008869,HEATR5B,1.901120345,NA,NA,1.896911841
ENSG00000008952,SEC62,1.824958464,NA,1.696635925,1.748993826
ENSG00000008988,RPS20,2.042126417,2.811916677,2.210789219,2.091774199
ENSG00000009307,CSDE1,1.226599905,1.529064438,1.529154341,1.351748006
ENSG00000009335,UBE3C,1.790883051,NA,NA,1.754646429
ENSG00000009694,TENM1,NA,NA,NA,NA
ENSG00000009780,FAM76A,NA,NA,NA,NA
ENSG00000009790,TRAF3IP3,2.233423845,2.254684603,NA,2.269111153
ENSG00000009844,VTA1,1.995841326,2.325923905,NA,1.981524147
ENSG00000009954,BAZ1B,1.855107077,2.01462133,1.243843848,1.681553274
ENSG00000010017,RANBP9,1.692609005,1.863459671,NA,1.608793374
ENSG00000010165,METTL13,1.650788187,1.905496357,NA,1.671098756
ENSG00000010244,ZNF207,1.99177967,2.472653347,1.546758523,1.7912449
ENSG00000010256,UQCRC1,2.575203438,2.920352941,2.346164152,2.256684078
ENSG00000010270,STARD3NL,NA,2.17307841,NA,NA
ENSG00000010278,CD9,2.225727864,2.38691968,1.665313578,1.52160875
ENSG00000010292,NCAPD2,NA,NA,NA,2.368617827
ENSG00000010322,NISCH,1.666105954,1.850456305,NA,1.284971855
ENSG00000010327,STAB1,NA,NA,NA,1.121395681
ENSG00000010404,IDS,NA,2.771006564,NA,NA
ENSG00000010610,CD4,NA,NA,NA,1.100301604
ENSG00000010671,BTK,1.810094678,NA,NA,1.898623725
ENSG00000010810,FYN,1.556543708,1.816619071,NA,2.096809245
ENSG00000010818,HIVEP2,NA,NA,NA,NA
ENSG00000010932,FMO1,NA,NA,1.682911863,NA
ENSG00000011007,TCEB3,1.693520302,2.045455986,1.403772332,1.60088581
ENSG00000011009,LYPLA2,2.033881936,2.523890774,2.053781201,1.931801001
ENSG00000011021,CLCN6,NA,NA,1.80931725,1.379812956
ENSG00000011105,TSPAN9,NA,NA,1.757987845,NA
ENSG00000011198,ABHD5,NA,NA,1.867709023,NA
ENSG00000011243,AKAP8L,1.984428292,NA,1.431789807,1.785230149
ENSG00000011258,MBTD1,NA,NA,NA,NA
ENSG00000011260,UTP18,1.57306316,1.747201991,1.440255575,NA
ENSG00000011295,TTC19,NA,NA,1.852800107,1.74657193
ENSG00000011304,PTBP1,2.044957,2.511658806,1.83511959,2.02818477
ENSG00000011376,LARS2,1.968856375,2.545407327,1.80682754,1.956758938
ENSG00000011422,PLAUR,NA,NA,NA,1.481714873
ENSG00000011454,RABGAP1,1.702292643,1.720878396,NA,1.680408041
ENSG00000011465,DCN,NA,NA,NA,NA
ENSG00000011478,QPCTL,1.904336792,2.146431935,NA,1.930454887
ENSG00000011566,MAP4K3,NA,NA,NA,NA
ENSG00000011600,TYROBP,NA,1.411097566,NA,1.146763502
ENSG00000012061,ERCC1,NA,2.016498494,NA,NA
ENSG00000012124,CD22,2.218822927,NA,NA,NA
ENSG00000012174,MBTPS2,NA,NA,NA,NA
ENSG00000012232,EXTL3,NA,NA,NA,NA
ENSG00000012660,ELOVL5,1.649840916,NA,1.566125065,NA
ENSG00000012822,CALCOCO1,1.19075178,1.107769442,NA,1.338097754
ENSG00000012983,MAP4K5,2.041392685,NA,NA,1.799598981
ENSG00000013016,EHD3,2.139337454,NA,NA,NA
ENSG00000013288,MAN2B2,1.87613698,NA,1.621887402,1.787605687
ENSG00000013293,SLC7A14,NA,NA,NA,NA
ENSG00000013364,MVP,1.747139803,2.491744685,1.469011559,1.88630738
ENSG00000013374,NUB1,1.573190819,1.624189244,NA,1.390210679
ENSG00000013375,PGM3,2.022444868,NA,NA,1.737880129
ENSG00000013441,CLK1,NA,1.266043446,NA,NA
ENSG00000013503,POLR3B,1.943445049,NA,1.533587781,NA
ENSG00000013561,RNF14,1.770734221,1.962217756,NA,1.637509743
ENSG00000013583,HEBP1,NA,2.090166316,NA,1.58368609
ENSG00000013810,TACC3,NA,NA,NA,1.923078147
ENSG00000014123,UFL1,2.076877002,2.179294643,1.908822672,1.864540745
ENSG00000014138,POLA2,NA,NA,NA,NA
ENSG00000014216,CAPN1,2.311798347,2.646395883,1.934117014,2.174721072
ENSG00000014257,ACPP,NA,NA,NA,1.844203714
ENSG00000014641,MDH1,2.49385661,2.914821358,2.354195866,2.129794587
ENSG00000014824,SLC30A9,NA,NA,NA,2.043798319
ENSG00000014919,COX15,1.894664909,NA,1.746042284,NA
ENSG00000015133,CCDC88C,1.617487862,1.648194069,NA,NA
ENSG00000015171,ZMYND11,2.014726297,1.898083136,NA,NA
ENSG00000015285,WAS,1.973305693,2.219948469,NA,1.753962039
ENSG00000015475,BID,1.549168851,2.419025065,2.844600798,1.881290483
ENSG00000015520,NPC1L1,NA,NA,1.282961804,NA
ENSG00000015532,XYLT2,NA,NA,2.057742156,NA
ENSG00000015592,STMN4,NA,NA,NA,NA
ENSG00000015676,NUDCD3,1.556362815,NA,NA,NA
ENSG00000016391,CHDH,NA,NA,1.951264644,NA
ENSG00000016864,GLT8D1,NA,NA,1.54848155,NA
ENSG00000017260,ATP2C1,NA,2.01954414,1.604949275,1.674355853
ENSG00000017797,RALBP1,1.822527662,2.332088864,NA,1.928418898
ENSG00000018189,RUFY3,1.725797329,NA,NA,1.859333476
ENSG00000018236,CNTN1,NA,NA,NA,NA
ENSG00000018510,AGPS,NA,2.135781222,1.838760964,1.872042583
ENSG00000018610,CXorf56,1.554719269,1.697752274,NA,NA
ENSG00000018625,ATP1A2,NA,NA,1.848810852,NA
ENSG00000018699,TTC27,1.492341253,NA,NA,1.775865198
ENSG00000019144,PHLDB1,NA,NA,NA,NA
ENSG00000019582,CD74,NA,NA,NA,1.117735179
ENSG00000020129,NCDN,1.377306251,1.687778586,NA,1.796837882
ENSG00000020426,MNAT1,NA,NA,1.271493102,1.728012707
ENSG00000020633,RUNX3,1.681530671,2.133475037,NA,NA
ENSG00000020922,MRE11A,2.199666061,2.36016345,2.028487883,2.06619916
ENSG00000021355,SERPINB1,2.517972709,2.916123496,2.187365588,2.611172392
ENSG00000021762,OSBPL5,NA,1.509444477,NA,NA
ENSG00000021776,AQR,1.796209956,2.263992115,1.606993675,1.756198551
ENSG00000021826,CPS1,NA,NA,2.154626313,NA
ENSG00000022267,FHL1,NA,2.738424576,NA,NA
ENSG00000022277,RTFDC1,1.412376537,1.583119392,NA,1.103067875
ENSG00000023041,ZDHHC6,NA,NA,NA,NA
ENSG00000023171,GRAMD1B,NA,NA,NA,NA
ENSG00000023228,NDUFS1,2.342256828,2.452178351,1.947737524,2.119377976
ENSG00000023287,RB1CC1,NA,NA,NA,1.588047497
ENSG00000023318,ERP44,1.99688364,2.301120102,2.102152318,1.612577253
ENSG00000023330,ALAS1,NA,NA,1.108463541,NA
ENSG00000023516,AKAP11,1.340929698,NA,NA,1.210024074
ENSG00000023572,GLRX2,NA,NA,NA,NA
ENSG00000023697,DERA,2.349003457,2.852286592,2.217999527,2.061277143
ENSG00000023734,STRAP,1.723915173,2.360187137,1.899705623,1.851068686
ENSG00000023839,ABCC2,NA,NA,1.543745306,NA
ENSG00000023892,DEF6,1.995968464,2.355845023,NA,1.969544038
ENSG00000023902,PLEKHO1,1.801259607,NA,NA,1.335387686
ENSG00000023909,GCLM,1.751517746,2.25492493,2.295371348,1.738625992
ENSG00000024048,UBR2,1.425876435,NA,1.579857877,1.415924413
ENSG00000024422,EHD2,NA,NA,1.484797924,NA
ENSG00000025039,RRAGD,NA,NA,NA,NA
ENSG00000025423,HSD17B6,NA,NA,2.305672671,NA
ENSG00000025708,TYMP,1.896738353,2.572862893,2.512585015,1.902389122
ENSG00000025772,TOMM34,1.574962554,2.120738406,2.124582469,1.689148967
ENSG00000025796,SEC63,1.815258883,1.97248055,1.861483631,1.79053497
ENSG00000025800,KPNA6,1.612227392,1.928278044,NA,1.641270797
ENSG00000026025,VIM,2.489317809,2.908957928,2.136357447,1.859711572
ENSG00000026508,CD44,1.82836984,1.745636823,NA,1.54333533
ENSG00000026652,AGPAT4,NA,NA,NA,NA
ENSG00000026950,BTN3A1,2.169415778,1.657872973,NA,2.05315146
ENSG00000027001,MIPEP,1.720998129,2.258059915,1.652657227,NA
ENSG00000027075,PRKCH,NA,1.786208214,NA,1.57238943
ENSG00000027697,IFNGR1,1.205204364,NA,NA,1.079398339
ENSG00000027847,B4GALT7,NA,NA,2.080572377,NA
ENSG00000027869,SH2D2A,NA,1.637514746,NA,NA
ENSG00000028116,VRK2,1.484000714,NA,1.48799339,1.496431445
ENSG00000028277,POU2F2,1.506707926,NA,NA,NA
ENSG00000028310,BRD9,1.947992161,NA,NA,NA
ENSG00000028528,SNX1,1.801156648,2.11036072,1.979557479,1.6261812
ENSG00000028839,TBPL1,NA,NA,NA,NA
ENSG00000029363,BCLAF1,2.006493853,2.354389871,1.729010815,1.878412634
ENSG00000029639,TFB1M,NA,NA,1.396600317,1.665280727
ENSG00000029725,RABEP1,2.004271922,2.171498279,NA,1.790028172
ENSG00000030066,NUP160,2.078840915,2.595656022,NA,2.050694824
ENSG00000030110,BAK1,2.415208805,NA,NA,NA
ENSG00000030582,GRN,NA,NA,NA,1.147676324
ENSG00000031081,ARHGAP31,NA,NA,NA,1.263423011
ENSG00000031698,SARS,1.995286303,2.41358808,2.68354637,1.828153784
ENSG00000031823,RANBP3,NA,NA,NA,NA
ENSG00000032219,ARID4A,1.701369356,1.76615621,NA,1.574864314
ENSG00000032389,TSSC1,1.947468033,2.399001862,NA,2.064873365
ENSG00000032444,PNPLA6,1.732466136,2.192218874,1.821795106,1.574569459
ENSG00000033011,ALG1,NA,NA,1.757168192,1.948735632
ENSG00000033030,ZCCHC8,1.856855717,2.06789995,1.505970291,1.571970727
ENSG00000033050,ABCF2,1.431283332,1.734403745,1.544384344,1.666822067
ENSG00000033100,CHPF2,1.613450675,NA,NA,NA
ENSG00000033122,LRRC7,NA,NA,NA,NA
ENSG00000033170,FUT8,1.922128347,NA,NA,NA
ENSG00000033178,UBA6,2.331304786,2.661380068,NA,2.067158302
ENSG00000033327,GAB2,NA,NA,NA,1.521308105
ENSG00000033627,ATP6V0A1,2.060338927,2.106999557,1.688433171,1.663818668
ENSG00000033800,PIAS1,1.302157696,NA,NA,1.183582992
ENSG00000033867,SLC4A7,NA,NA,NA,1.243186924
ENSG00000034152,MAP2K3,1.86851513,2.294670098,NA,2.125465
ENSG00000034510,TMSB10,1.999132717,2.373205421,NA,1.865083237
ENSG00000034693,PEX3,NA,NA,1.660685275,NA
ENSG00000034713,GABARAPL2,1.306982283,NA,1.27058568,1.269256027
ENSG00000035141,FAM136A,1.825815445,NA,1.982268971,1.879216341
ENSG00000035403,VCL,2.47812404,2.955553546,1.980843861,2.887291176
ENSG00000035681,NSMAF,1.893556491,NA,NA,1.680466961
ENSG00000035687,ADSS,1.720324717,2.032185459,NA,1.709448053
ENSG00000035720,STAP1,2.086733448,NA,NA,NA
ENSG00000035862,TIMP2,NA,NA,NA,NA
ENSG00000035928,RFC1,1.694548167,1.848887738,1.262439224,1.544818105
ENSG00000036054,TBC1D23,1.921150428,1.956422975,1.580331833,1.687876614
ENSG00000036257,CUL3,1.83620698,2.017482018,1.778538324,1.679137058
ENSG00000036473,OTC,NA,NA,2.722870746,NA
ENSG00000036530,CYP46A1,NA,NA,NA,NA
ENSG00000036549,ZZZ3,1.508906617,NA,NA,NA
ENSG00000037241,RPL26L1,2.107540654,NA,2.113946693,2.188144923
ENSG00000037474,NSUN2,1.883016611,2.411164974,1.80406102,1.868726706
ENSG00000037637,FBXO42,NA,NA,NA,NA
ENSG00000037757,MRI1,2.007278247,NA,NA,2.282053102
ENSG00000037897,METTL1,1.661140381,NA,NA,1.824841472
ENSG00000038002,AGA,NA,NA,1.675636302,2.14025657
ENSG00000038210,PI4K2B,NA,NA,1.443200382,NA
ENSG00000038219,BOD1L1,1.647206869,1.896162316,1.229233753,1.330170175
ENSG00000038274,MAT2B,1.730507728,1.914639286,NA,1.681539712
ENSG00000038358,EDC4,1.720857749,2.138079966,1.699178416,1.733782887
ENSG00000038382,TRIO,1.685235513,NA,NA,1.652396239
ENSG00000038427,VCAN,NA,NA,NA,NA
ENSG00000038532,CLEC16A,NA,NA,1.443849476,1.758450115
ENSG00000038945,MSR1,NA,NA,NA,1.206421065
ENSG00000039068,CDH1,NA,NA,1.398235229,NA
ENSG00000039123,SKIV2L2,1.769668974,2.183514688,1.518652103,1.681941877
ENSG00000039319,ZFYVE16,1.708709767,NA,NA,1.332539447
ENSG00000039523,FAM65A,1.381376843,NA,NA,1.544979106
ENSG00000039537,C6,NA,NA,1.473705887,NA
ENSG00000039650,PNKP,2.112802668,2.801077695,1.877503803,NA
ENSG00000040199,PHLPP2,NA,NA,NA,NA
ENSG00000040341,STAU2,NA,1.520876382,1.330616667,NA
ENSG00000040608,RTN4R,NA,NA,NA,NA
ENSG00000040633,PHF23,1.714107525,1.834859228,NA,1.322426052
ENSG00000040731,CDH10,NA,NA,NA,NA
ENSG00000040933,INPP4A,1.625744472,2.141703691,NA,1.81155825
ENSG00000041353,RAB27B,NA,NA,1.590797267,NA
ENSG00000041357,PSMA4,2.140460903,2.787352773,2.13856951,2.153432212
ENSG00000041802,LSG1,1.462090888,1.715263578,1.588137195,1.427680816
ENSG00000041982,TNC,NA,NA,NA,NA
ENSG00000042286,AIFM2,NA,NA,1.870149224,NA
ENSG00000042429,MED17,1.685006846,1.970811611,1.842059784,1.779863334
ENSG00000042445,RETSAT,NA,NA,1.511368584,1.498717084
ENSG00000042753,AP2S1,2.054463668,2.523558535,2.262350217,1.849450127
ENSG00000042980,ADAM28,1.285557309,NA,NA,NA
ENSG00000043093,DCUN1D1,2.060259548,NA,NA,1.871345221
ENSG00000043143,JADE2,1.459950077,1.55308771,NA,NA
ENSG00000043462,LCP2,1.91104036,2.009788596,NA,2.065370546
ENSG00000044090,CUL7,NA,NA,1.424702004,NA
ENSG00000044115,CTNNA1,NA,NA,1.359531939,1.08561163
ENSG00000044446,PHKA2,2.109441859,2.862890135,NA,NA
ENSG00000044524,EPHA3,NA,NA,NA,NA
ENSG00000044574,HSPA5,2.01796357,2.517098204,2.338370822,1.858741665
ENSG00000046604,DSG2,NA,NA,1.594033252,NA
ENSG00000046651,OFD1,1.417554724,NA,NA,NA
ENSG00000046653,GPM6B,NA,NA,NA,NA
ENSG00000047056,WDR37,2.306849464,2.404827732,NA,1.850563534
ENSG00000047188,YTHDC2,1.686962315,NA,1.572627679,1.664463333
ENSG00000047230,CTPS2,2.019645848,NA,NA,2.269202289
ENSG00000047249,ATP6V1H,1.762716066,2.09146295,1.657275814,1.808170446
ENSG00000047315,POLR2B,1.844352896,2.147841665,1.703037607,1.759852852
ENSG00000047365,ARAP2,NA,1.68692213,NA,NA
ENSG00000047410,TPR,2.064263262,2.390056803,1.742536608,1.919982367
ENSG00000047457,CP,NA,NA,1.35354118,NA
ENSG00000047579,DTNBP1,1.978696249,NA,NA,1.892409074
ENSG00000047648,ARHGAP6,NA,NA,NA,2.283340811
ENSG00000047849,MAP4,1.920047631,2.313350398,1.668744574,1.681087398
ENSG00000047932,GOPC,1.404354703,1.562804198,1.791992235,1.445611986
ENSG00000048028,USP28,1.602580832,1.550741863,NA,NA
ENSG00000048162,NOP16,1.762491004,NA,1.6198235,NA
ENSG00000048392,RRM2B,1.968653364,1.90917077,NA,1.629572684
ENSG00000048405,ZNF800,1.922065992,2.015979733,1.336549786,1.617974836
ENSG00000048471,SNX29,1.633746113,NA,NA,1.442001311
ENSG00000048544,MRPS10,NA,NA,1.734299663,NA
ENSG00000048649,RSF1,1.749987392,NA,1.349005401,1.620713688
ENSG00000048707,VPS13D,1.604733514,NA,1.73084685,1.575031887
ENSG00000048828,FAM120A,1.874331035,2.32970493,1.766999938,1.823552473
ENSG00000048991,R3HDM1,NA,NA,NA,NA
ENSG00000049239,H6PD,2.292343586,2.272196793,2.184853197,1.773804723
ENSG00000049245,VAMP3,2.005926583,1.846231928,NA,1.726592744
ENSG00000049449,RCN1,1.98376156,NA,2.194396386,2.106969005
ENSG00000049541,RFC2,1.981370042,NA,NA,2.1306666
ENSG00000049618,ARID1B,1.849262745,1.940257425,NA,1.738740931
ENSG00000049759,NEDD4L,NA,NA,NA,NA
ENSG00000049769,PPP1R3F,NA,NA,NA,NA
ENSG00000049860,HEXB,1.916295995,2.511555846,1.718273271,1.633756207
ENSG00000050393,MCUR1,2.534167038,NA,NA,NA
ENSG00000050405,LIMA1,NA,NA,1.770133728,NA
ENSG00000050426,LETMD1,NA,NA,2.27289587,2.092562755
ENSG00000050438,SLC4A8,NA,NA,NA,NA
ENSG00000050748,MAPK9,2.218144096,2.226844691,NA,NA
ENSG00000050820,BCAR1,NA,NA,NA,NA
ENSG00000051009,FAM160A2,NA,NA,1.818225894,1.892072331
ENSG00000051108,HERPUD1,NA,NA,1.223638692,NA
ENSG00000051128,HOMER3,NA,NA,NA,1.57818061
ENSG00000051382,PIK3CB,NA,NA,NA,1.843948742
ENSG00000051523,CYBA,2.227796753,1.681684354,NA,1.863421011
ENSG00000051596,THOC3,1.851793241,NA,NA,1.849576026
ENSG00000051620,HEBP2,NA,2.791264565,NA,2.469382346
ENSG00000052126,PLEKHA5,NA,NA,1.583544484,NA
ENSG00000052344,PRSS8,NA,NA,1.347934679,NA
ENSG00000052723,SIKE1,NA,2.475809153,NA,NA
ENSG00000052749,RRP12,1.723656764,NA,1.727162914,1.683029017
ENSG00000052802,MSMO1,NA,NA,1.446273031,NA
ENSG00000052841,TTC17,NA,NA,1.258565453,NA
ENSG00000053371,AKR7A2,2.45001958,2.60114647,2.594604673,2.433679446
ENSG00000053372,MRTO4,1.777629784,NA,1.975365166,1.861522463
ENSG00000053501,USE1,1.821110489,1.969203839,1.627299273,1.767282053
ENSG00000053770,AP5M1,NA,NA,NA,1.742340143
ENSG00000053900,ANAPC4,1.788019809,2.001707758,1.750091643,1.734303667
ENSG00000054116,TRAPPC3,2.009639955,2.23059196,NA,1.823575292
ENSG00000054118,THRAP3,2.113818057,2.324792606,1.577428604,1.939122216
ENSG00000054148,PHPT1,2.151734419,2.72296774,NA,1.801972791
ENSG00000054179,ENTPD2,NA,NA,NA,NA
ENSG00000054219,LY75,1.767849441,1.767704883,NA,2.01877953
ENSG00000054267,ARID4B,1.564760723,1.589368665,NA,1.416274281
ENSG00000054611,TBC1D22A,1.761424125,1.923606643,NA,1.62084368
ENSG00000054654,SYNE2,1.784941644,2.112311687,1.615576587,NA
ENSG00000054793,ATP9A,NA,NA,1.478775657,NA
ENSG00000055044,NOP58,2.384476175,3.093543726,2.346528026,2.243305988
ENSG00000055070,SZRD1,NA,1.925038637,NA,NA
ENSG00000055130,CUL1,1.4995565,1.875084425,1.840745768,1.616412492
ENSG00000055147,FAM114A2,2.059370271,NA,2.022061148,1.89501071
ENSG00000055163,CYFIP2,2.191016223,2.503169429,1.587076454,2.041755761
ENSG00000055208,TAB2,1.534191157,NA,1.854727983,NA
ENSG00000055332,EIF2AK2,1.806084962,2.370261359,1.740729711,1.82774072
ENSG00000055609,KMT2C,NA,NA,NA,NA
ENSG00000055813,CCDC85A,NA,NA,NA,NA
ENSG00000055917,PUM2,1.496431445,1.616738007,NA,1.482673534
ENSG00000055950,MRPL43,2.001266292,2.338071833,1.907951206,1.898681311
ENSG00000055955,ITIH4,NA,NA,1.341988169,NA
ENSG00000055957,ITIH1,NA,NA,1.730422906,NA
ENSG00000056050,C4orf27,1.916490796,NA,NA,1.760075512
ENSG00000056097,ZFR,1.696504915,1.879313833,1.441349447,1.531057191
ENSG00000056277,ZNF280C,1.938762322,NA,NA,NA
ENSG00000056558,TRAF1,1.090645958,NA,NA,1.552315285
ENSG00000056586,RC3H2,NA,NA,NA,NA
ENSG00000057019,DCBLD2,NA,NA,NA,NA
ENSG00000057252,SOAT1,NA,1.732313327,1.502174391,1.498661983
ENSG00000057294,PKP2,NA,NA,1.602732627,NA
ENSG00000057608,GDI2,2.04412212,2.637896315,2.132266095,2.050731535
