Gene_ID	brain_1	brain_2	brain_3	liver_1	liver_2	liver_3	testis_1	testis_2	testis_3
ENSG00000000003	10.0917	10.6304	8.9517	86.3753	4.6905	2.7035	217.1417	115.6497	0.1825
ENSG00000000005	0.1217	0	0.454	NA	NA	NA	NA	NA	NA
ENSG00000000419	39.8939	35.9375	42.0142	30.6686	14.1774	11.148	81.2512	48.7927	28.6192
ENSG00000000457	7.9059	5.4893	8.2621	3.7719	3.0606	3.1974	8.3317	7.635	3.804
ENSG00000000460	2.8142	1.7501	2.0877	4.8967	0.1536	0.321	27.9335	18.3444	3.4602
ENSG00000000938	0.8186	0.7748	0.7349	9.4932	8.7834	11.6855	1.0789	1.0922	7.591
ENSG00000000971	3.5802	4.5435	3.5992	1168.7733	6.6314	13.4859	9.0404	1.6601	3.605
ENSG00000001036	11.6393	15.8859	13.412	30.1646	17.0035	23.5363	13.9711	6.1844	24.3108
ENSG00000001084	40.9895	48.2717	37.9912	32.7832	64.11	59.2218	12.3137	6.4116	17.946
ENSG00000001167	15.4201	23.6052	19.1681	4.9588	14.1774	10.6304	65.1534	91.698	61.0255
ENSG00000001460	10.6286	10.3558	13.472	0.6206	0.2375	0.6204	49.7223	91.451	3.0602
ENSG00000001461	101.0887	113.7959	83.5152	4.0302	2.6933	3.709	4.4591	4.5512	12.8966
ENSG00000001497	19.4699	12.855	13.6964	5.328	14.7404	15.9201	23.8802	14.5962	38.0024
ENSG00000001561	52.3461	66.5027	73.6154	10.1665	0	0	19.4946	12.4102	0.4764
ENSG00000001617	1.1227	1.0067	1.2429	3.904	8.3978	3.1462	1.2336	0.5892	7.9439
ENSG00000001626	0.3792	0.5668	0.7857	6.7004	0.2829	0.197	1.5785	2.4502	0.3052
ENSG00000001629	80.1355	116.6464	69.3912	11.9376	5.684	5.938	67.5128	54.5402	19.4473
ENSG00000001630	67.7235	61.1074	81.1295	45.3324	26.6034	44.2555	134.1831	94.8565	7.8478
ENSG00000001631	25.0183	39.7934	43.5795	11.2841	0.054	0.0564	56.8737	39.2713	0.8022
ENSG00000002016	9.7143	2.9583	7.0061	1.4212	6.346	3.4726	4.5094	4.3748	12.5617
ENSG00000002330	64.0358	41.6898	61.7833	17.2233	93.4667	54.8474	40.8959	39.1615	106.7429
ENSG00000002549	26.4512	30.554	29.0755	65.8601	68.644	58.7634	72.9154	59.2729	35.5205
ENSG00000002586	38.3568	74.8293	26.6588	211.4862	265.468	204.0309	293.8991	153.6323	659.9732
ENSG00000002587	7.2777	5.1925	7.1984	NA	NA	NA	4.8118	1.8673	33.143
ENSG00000002726	NA	NA	NA	2.3777	31.0051	10.5573	1.3885	12.5471	1.1697
ENSG00000002745	3.2927	1.8896	2.2512	NA	NA	NA	NA	NA	NA
ENSG00000002746	63.8786	51.8989	60.3507	NA	NA	NA	2.7778	6.1289	1.9104
ENSG00000002822	18.8396	17.0733	14.0429	4.164	30.27	20.7541	29.7711	35.3702	75.0688
ENSG00000002834	77.6434	76.7975	62.7235	65.9437	265.4566	146.1155	24.0164	30.0669	180.0413
ENSG00000002919	21.5233	18.183	21.7797	7.2883	10.2774	3.9879	17.6138	9.6832	22.1889
ENSG00000002933	7.6597	12.8208	4.6338	927.6628	1040.5603	734.4498	2.1069	1.9622	51.3258
ENSG00000003056	66.5855	62.1156	58.1975	58.0351	29.7695	33.7911	80.8434	33.8709	85.0164
ENSG00000003096	5.7312	6.2654	8.9785	1.6808	0.3496	0.9497	4.373	2.0741	2.1607
ENSG00000003137	19.3103	10.2795	21.7553	NA	NA	NA	15.8956	9.516	43.9631
ENSG00000003147	71.65	79.329	64.3897	3.1436	6.9732	1.5712	96.343	176.9676	8.6296
ENSG00000003249	41.7778	25.4107	44.4874	2.0865	4.7061	0.7449	NA	NA	NA
ENSG00000003393	31.5601	26.5655	33.1775	8.038	7.0553	4.5878	9.3717	7.646	6.3229
ENSG00000003400	1.2443	1.1157	2.2915	8.5469	2.6627	1.5895	1.262	0.8815	3.1109
ENSG00000003402	23.9021	21.1179	16.4754	46.3365	19.77	20.567	27.7556	21.4615	22.8443
ENSG00000003436	1.5015	1.4172	1.5226	275.0537	1.9568	1.9079	12.7159	9.7425	0.5201
ENSG00000003509	25.0841	15.4024	26.3344	5.1272	2.0704	2.0689	113.5374	96.9813	10.7312
ENSG00000003756	58.9621	39.8214	58.2973	20.6635	42.1286	36.7777	63.4103	47.25	65.6936
ENSG00000003987	47.6582	39.3662	51.2871	0	0.9947	0.6928	3.4978	3.8841	0.8115
ENSG00000003989	12.2524	23.252	6.2968	147.4955	28.8434	158.873	34.8961	17.8899	21.7067
ENSG00000004059	142.2185	111.6431	138.4658	57.2038	132.5538	104.0298	82.55	49.251	235.6612
ENSG00000004139	17.9855	9.4199	12.6043	0	0	1.8894	1.6667	0.3234	13.534
ENSG00000004142	60.7463	52.4198	55.5373	104.0673	177.9143	129.767	80.984	83.7698	101.8396
ENSG00000004399	25.0912	18.2346	28.0164	19.6683	28.9631	34.4872	21.2229	11.0595	111.492
ENSG00000004455	12.6202	13.2641	10.3513	37.6557	51.5709	39.4252	23.474	21.0344	34.6578
ENSG00000004468	14.8939	15.8681	8.9086	4.4207	3.8334	1.519	1.7549	2.1565	2.4599
ENSG00000004478	86.5597	122.7667	105.8728	51.0734	106.9089	92.8006	162.0002	155.1125	135.8542
ENSG00000004487	50.9809	61.1154	55.0707	12.65	14.8331	14.6188	227.8891	169.9394	106.4654
ENSG00000004534	35.2747	26.823	29.2412	10.3755	9.7752	8.6961	56.9081	41.6355	38.5654
ENSG00000004660	79.9767	74.2332	99.2086	1.1551	0	0	10.8214	5.1406	25.0526
ENSG00000004700	12.7558	12.9673	13.5285	7.2608	0	0.0639	12.5836	4.3043	0.7321
ENSG00000004766	45.55	43.9872	61.8445	7.0021	0.2474	0.3446	29.009	20.615	1.3449
ENSG00000004776	9.132	8.4569	9.0255	8.8056	17.7876	31.2967	33.8173	34.5158	267.0854
ENSG00000004777	17.6011	9.5308	14.8874	0.1411	2.1055	1.8612	15.3944	22.6085	24.0934
ENSG00000004779	170.5603	181.0193	162.7813	77.3369	72.7337	42.625	72.2082	47.931	60.344
ENSG00000004799	24.9216	52.5092	16.144	67.1163	33.4143	157.5875	6.6377	4.777	7.1401
ENSG00000004809	NA	NA	NA	NA	NA	NA	32.3883	24.7033	9.6051
ENSG00000004838	1.3664	1.3722	1.3927	0.4243	1.8044	2.2621	474.7296	470.4814	290.2986
ENSG00000004846	NA	NA	NA	NA	NA	NA	1.5133	2.9083	0.2508
ENSG00000004848	10.7884	7.4472	5.1088	NA	NA	NA	4.8133	4.2155	60.0624
ENSG00000004864	14.048	9.0797	8.5096	45.4878	33.0783	33.511	15.0785	10.3612	11.1564
ENSG00000004866	21.0325	21.2424	24.9485	26.7472	10.8969	10.1855	15.5382	24.1191	2.5235
ENSG00000004897	30.5377	48.1816	43.996	10.2771	2.3938	1.5545	25.3734	21.9849	4.2998
ENSG00000004939	NA	NA	NA	NA	NA	NA	0	0	0
ENSG00000004948	NA	NA	NA	NA	NA	NA	2.1618	3.3557	0.7663
ENSG00000004961	20.3393	23.9421	29.3483	11.9026	2.9582	3.3994	20.8871	9.8987	7.2905
ENSG00000004975	11.6098	8.2402	8.1305	1.9674	9.4637	7.6541	14.815	9.3269	48.6817
ENSG00000005001	NA	NA	NA	0.3269	0.5005	0.1307	NA	NA	NA
ENSG00000005007	35.1727	37.697	32.2279	15.184	65.8302	68.5293	87.9601	74.9443	162.3347
ENSG00000005020	28.9231	41.0632	32.9154	18.7118	1.4368	1.0391	78.2436	78.0923	2.5235
ENSG00000005022	93.7501	84.208	105.2641	69.6739	74.6526	74.0959	31.0141	30.6531	67.7118
ENSG00000005059	4.1482	6.7338	6.4011	1.9213	0.2626	0.1372	9.2215	7.157	9.5421
ENSG00000005073	NA	NA	NA	NA	NA	NA	1.8834	0	0
ENSG00000005075	2.8596	4.9452	4.6973	6.8716	11.1272	8.4541	6.5313	11.9369	21.3858
ENSG00000005100	17.8727	16.8502	16.3135	6.02	11.352	8.3367	10.1832	10.9286	28.107
ENSG00000005102	NA	NA	NA	NA	NA	NA	0.6825	0.3027	53.9482
ENSG00000005108	18.6082	11.6635	19.9425	0.5271	0.6725	0	2.9511	2.1863	3.4494
ENSG00000005156	15.607	12.5821	16.5378	6.8754	9.3758	9.589	50.6382	54.9205	40.4674
ENSG00000005175	24.175	27.7454	33.8972	11.7066	0	0.1248	35.9432	20.399	0.4266
ENSG00000005187	0	0	0	37.1309	12.9135	18.8439	8.0314	6.8061	1.5108
ENSG00000005189	3.5773	3.003	4.8726	0.9658	0.3594	0.5363	743.5569	823.1747	118.6728
ENSG00000005194	21.8694	21.1979	26.2756	7.6388	8.8983	8.7647	89.5954	161.3284	39.2061
ENSG00000005206	19.469	6.9611	13.7679	8.2042	37.5068	20.6779	88.1669	117.3336	89.2198
ENSG00000005238	13.6387	9.3827	11.5897	1.8901	7.0127	3.2389	7.2416	4.618	22.3926
ENSG00000005243	4.5692	5.2238	2.0589	11.7257	37.9024	17.3356	15.1995	10.6993	26.6533
ENSG00000005249	95.5474	118.5318	107.7235	7.6415	5.4127	4.1665	75.2361	29.933	53.5161
ENSG00000005302	15.6903	17.3745	16.7722	6.6515	3.5062	6.211	20.4739	20.9222	12.865
ENSG00000005339	23.8482	23.7791	22.7935	12.8933	48.0128	42.825	44.6217	44.4871	81.245
ENSG00000005379	75.4445	55.9297	48.1241	0.5437	6.5901	4.5552	0.8263	0.3625	3.6675
ENSG00000005381	1.1387	0.7658	0.7962	0.4392	0.8406	0.2927	0.7689	0.6631	1.2388
ENSG00000005421	0.1976	0.5314	0.2456	384.3401	43.0293	28.1388	0.4377	0.4756	0.0508
ENSG00000005436	7.3664	6.9369	12.8349	11.9745	7.2022	5.1563	28.1675	23.3912	9.6995
ENSG00000005448	26.6927	15.0963	21.5987	2.3584	1.0689	1.613	63.3774	58.9802	49.4158
ENSG00000005469	9.8691	8.9904	10.4106	11.8708	0.4544	1.5596	4.0384	2.2038	0.8784
ENSG00000005471	0.3846	0.069	0.3825	69.4222	67.9506	47.5086	2.074	0.7259	0.4482
ENSG00000005483	41.9818	54.8966	42.7979	14.4832	2.4185	2.4819	36.9908	29.7681	7.8965
ENSG00000005486	181.7268	123.1599	160.3525	29.1643	69.1114	55.3454	65.6607	131.6309	105.326
ENSG00000005513	45.8326	44.5298	28.788	NA	NA	NA	4.1157	4.0576	17.5493
ENSG00000005700	37.934	46.9914	49.9644	29.8198	2.439	2.2717	20.1239	9.8187	2.3963
ENSG00000005801	18.7771	16.271	23.1449	6.8558	1.1409	0.9684	9.3992	6.8213	2.3129
ENSG00000005810	136.9032	115.5258	160.4533	7.9925	3.1491	3.7597	43.4869	30.026	13.3513
ENSG00000005812	78.7688	89.2196	89.9177	23.2626	0.742	2.5192	88.0861	40.5696	5.042
ENSG00000005844	NA	NA	NA	6.7468	13.5912	9.087	0.6276	1.4612	8.0081
ENSG00000005882	55.3532	51.4349	48.099	15.1346	60.9499	82.4188	11.2119	7.3303	53.6159
ENSG00000005884	12.8303	10.9499	15.9915	2.1669	3.2503	1.5221	2.4814	2.0909	30.6496
ENSG00000005889	30.064	46.3192	31.6097	10.5133	1.8044	1.3196	17.9471	7.1929	5.9558
ENSG00000005893	174.9192	272.4605	183.947	238.0586	31.753	20.3279	45.5485	18.2155	16.42
ENSG00000005961	1.6484	0.5992	1.3845	NA	NA	NA	4.0442	5.4017	2.6731
ENSG00000005981	1.1289	2.5813	3.2276	NA	NA	NA	NA	NA	NA
ENSG00000006007	101.1292	102.6579	99.945	35.069	11.9844	9.2647	54.1404	27.8387	27.5806
ENSG00000006015	69.2054	67.1904	57.697	41.7877	197.3648	147.1271	14.8921	12.1312	78.3826
ENSG00000006016	17.7778	15.2256	21.5322	NA	NA	NA	1.0845	0.6475	6.6778
ENSG00000006025	7.491	5.23	6.7705	0.2679	1.8458	1.0713	0.5277	0.2275	5.7476
ENSG00000006042	21.4481	21.2314	15.5084	2.9309	12.7953	9.7048	13.252	8.9251	43.0697
ENSG00000006047	1.1886	1.3619	1.3134	0.7405	3.4883	2.9609	539.0442	1223.1632	390.9231
ENSG00000006059	NA	NA	NA	NA	NA	NA	1.2891	3.9543	0.2492
ENSG00000006062	3.8137	2.3938	3.192	2.1712	9.8631	16.0476	19.826	35.0083	18.2837
ENSG00000006071	19.7327	8.7104	19.8541	NA	NA	NA	NA	NA	NA
ENSG00000006116	68.9517	49.7901	70.6831	NA	NA	NA	0.6294	1.2823	0.0456
ENSG00000006118	94.1059	59.4599	90.4966	0	0	0	5.5112	3.241	30.8258
ENSG00000006125	151.4513	143.9981	186.8781	20.2886	7.8573	5.9817	254.7745	303.8198	46.3806
ENSG00000006128	49.3176	20.6147	51.5097	NA	NA	NA	0.9562	0	0.3328
ENSG00000006194	15.9274	15.0085	18.9227	4.4682	21.4646	10.8776	13.8534	7.3229	22.6726
ENSG00000006210	95.9258	43.876	87.6621	5.7985	60.382	27.467	4.8098	2.0362	32.9344
ENSG00000006282	38.6001	16.4716	31.5093	NA	NA	NA	209.2954	390.7103	95.3901
ENSG00000006283	19.6934	8.9948	17.6619	NA	NA	NA	0.419	0.2168	2.5721
ENSG00000006327	NA	NA	NA	9.9157	35.5032	75.778	5.3547	4.7496	81.1963
ENSG00000006377	1.8856	1.3232	2.1401	NA	NA	NA	3.8898	7.0881	3.6786
ENSG00000006432	31.9114	22.375	25.2295	0.5412	2.244	1.7131	15.1537	15.9882	18.8722
ENSG00000006451	34.3491	34.9763	23.8819	19.7865	2.691	2.4096	41.0749	28.8031	10.1707
ENSG00000006453	0.2825	0.0422	0.3804	16.9332	13.2886	21.8384	35.9807	40.0227	31.713
ENSG00000006459	17.4779	19.2361	17.5035	9.6244	1.6282	2.0198	47.3206	27.079	6.8427
ENSG00000006468	41.045	34.4529	32.1234	2.9846	2.517	0.9102	12.38	20.5111	8.441
ENSG00000006530	36.6952	44.093	43.9498	7.2744	4.609	5.3063	11.2845	7.7546	13.4656
ENSG00000006534	1.3939	1.4061	1.2995	1.8536	5.6566	5.3084	1.0783	2.0923	9.7292
ENSG00000006555	0.4651	0.3033	0.4993	1.6779	9.5631	2.844	0.1454	0.5642	2.0239
ENSG00000006576	22.4914	19.9075	21.97	5.4757	0.1596	0.4446	26.2239	15.9934	4.4918
ENSG00000006606	0	0	0	NA	NA	NA	0.5234	1.2187	5.4645
ENSG00000006607	24.7438	23.0665	20.5835	7.8631	11.8421	7.6828	18.6845	17.0981	24.2724
ENSG00000006611	4.6636	6.8784	2.3297	0.9399	1.0792	0.7516	0.2702	0.2097	1.2539
ENSG00000006625	NA	NA	NA	15.0707	5.263	7.9173	NA	NA	NA
ENSG00000006634	2.2496	1.5689	2.9517	1.2647	0	0	168.0614	177.4024	1.8372
ENSG00000006638	0.2803	0.0628	0.2177	6.1648	11.682	25.1329	0.4336	0.8975	4.7368
ENSG00000006652	28.8484	35.4306	41.2294	9.2455	9.5069	10.7593	46.9674	31.3679	11.8674
ENSG00000006695	7.5999	6.7173	7.8951	5.9938	4.391	4.8681	42.8911	67.8377	12.1142
ENSG00000006704	8.0597	5.6032	7.2128	0.8619	9.0973	14.3601	5.0775	4.2674	19.6693
ENSG00000006712	33.2543	36.6026	23.1465	16.9219	57.4385	45.3944	84.5373	69.9636	94.327
ENSG00000006715	120.2592	103.0055	106.9132	15.3926	5.5843	4.1323	29.7752	12.7056	9.0906
ENSG00000006740	61.8603	46.1799	58.4586	0.2446	0	0.489	7.72	4.8746	18.7082
ENSG00000006744	25.1226	22.0826	28.5118	14.355	33.1487	26.2866	34.6312	29.8879	66.608
ENSG00000006747	NA	NA	NA	NA	NA	NA	17.758	17.6496	2.3982
ENSG00000006756	3.165	3.8203	2.5724	25.7288	92.2587	129.1143	5.9045	4.8238	30.5526
ENSG00000006757	11.8615	14.3798	9.4955	12.6874	10.0254	16.5282	7.1451	6.4571	12.8873
ENSG00000006788	NA	NA	NA	NA	NA	NA	0.3514	0.75	1.3503
ENSG00000006831	44.842	66.4003	38.6705	47.4377	45.7512	39.0957	57.6881	34.8013	44.8253
ENSG00000006837	12.8279	28.6271	14.8017	0.77	0	0	54.3759	73.4718	0.3891
ENSG00000007001	2.1407	2.8437	2.2175	NA	NA	NA	0.7103	0.5513	0
ENSG00000007038	NA	NA	NA	0.486	0	0.1619	78.363	53.9095	53.7831
ENSG00000007047	31.9447	31.4855	25.9821	8.6974	68.8498	19.265	49.7883	33.4401	178.3076
ENSG00000007062	4.147	2.0464	4.2727	2.852	0.3164	0.0826	15.6172	25.8905	2.6309
ENSG00000007080	47.7747	41.6807	30.8972	26.1743	131.0876	119.3166	45.6158	55.9908	127.2703
ENSG00000007129	0.4497	0.6451	0.1677	2.6079	0.4159	4.3449	0.1697	2.1732	1.4765
ENSG00000007168	314.6236	335.8041	377.6826	27.3671	4.3564	4.1465	357.9763	384.3097	17.8936
ENSG00000007171	4.637	3.0101	6.3494	0.1998	0.6882	0	0.3315	0	1.7304
ENSG00000007174	4.0673	3.9172	6.6944	NA	NA	NA	10.6591	20.2909	2.6396
ENSG00000007202	66.9612	57.916	68.5443	22.4646	11.7976	18.1805	39.1819	23.4719	54.3205
ENSG00000007216	NA	NA	NA	0	0	2.1316	NA	NA	NA
ENSG00000007237	420.7738	519.4776	418.256	NA	NA	NA	80.9627	60.2457	198.7001
ENSG00000007255	12.0513	13.9113	8.2651	12.7852	58.3102	53.7491	20.1461	15.0814	48.3985
ENSG00000007264	50.8147	37.949	45.944	2.7012	4.3861	3.1911	2.5448	1.4813	12.4615
ENSG00000007306	NA	NA	NA	NA	NA	NA	0	0	0.0959
ENSG00000007312	0.4192	0.1879	0.1954	6.7503	3.6171	2.6991	0.9749	0.8513	2.9688
ENSG00000007314	NA	NA	NA	NA	NA	NA	1.2304	1.6009	1.4063
ENSG00000007341	15.5244	27.6156	18.6996	8.4102	4.0755	1.8041	68.6989	102.4244	7.9906
ENSG00000007350	0	0	0.2628	0	0	0	125.3468	66.2246	207.123
ENSG00000007372	16.3258	17.0128	11.4839	NA	NA	NA	1.7044	1.4597	1.4659
ENSG00000007376	9.8244	7.6347	10.3398	2.7898	15.6356	7.7023	3.2566	3.0207	19.9486
ENSG00000007384	2.3564	1.7205	1.9249	2.5503	5.8567	4.2731	2.3326	1.1229	23.24
ENSG00000007392	51.2036	31.7461	42.8628	7.3111	23.0276	19.6411	87.6492	84.9275	34.8135
ENSG00000007402	12.6723	9.079	13.0703	0	0.6029	0.9447	9.7358	6.7129	32.2688
ENSG00000007516	93.2453	62.0896	80.8541	1.3159	10.4507	14.0746	9.1241	18.0122	25.0653
ENSG00000007520	42.1218	36.8719	32.9762	26.8327	124.1253	85.7965	29.0047	16.6566	94.1004
ENSG00000007541	25.3883	12.2143	18.9658	8.5073	35.4627	22.7336	33.8924	44.0886	40.018
ENSG00000007545	NA	NA	NA	1.6043	10.1507	8.215	NA	NA	NA
ENSG00000007866	0.6634	0.8427	0.7559	2.7854	11.4224	11.6345	4.5797	3.4159	29.0127
ENSG00000007908	NA	NA	NA	3.1448	0.6687	0	5.6177	0.8813	4.5063
ENSG00000007923	47.1722	43.3788	40.7683	19.7514	37.7277	29.8384	42.1752	34.2836	48.8739
ENSG00000007933	0.6758	0.2693	0.7	202.7993	260.8995	213.5228	NA	NA	NA
ENSG00000007944	23.8864	14.3435	18.4065	4.5684	10.5269	4.1007	32.1077	21.9343	50.4057
ENSG00000007952	0	0	0	NA	NA	NA	0.1362	0	0.158
ENSG00000007968	NA	NA	NA	NA	NA	NA	13.0902	29.7699	19.7173
ENSG00000008018	174.5943	264.794	203.2886	91.4972	78.2609	89.3153	180.192	157.0733	107.972
ENSG00000008056	250.7214	208.6526	269.712	NA	NA	NA	1.1199	1.4776	5.781
ENSG00000008083	15.2888	11.0401	12.9863	2.4232	5.843	7.7512	41.7675	54.652	69.5796
ENSG00000008086	80.2094	69.4064	85.4802	1.7941	6.0591	1.266	22.4498	11.3227	7.7066
ENSG00000008118	42.3943	49.8847	63.2508	NA	NA	NA	0.3286	0.34	3.0492
ENSG00000008128	1.7899	2.4352	1.2276	1.4751	6.1253	3.1161	6.4302	0.3706	7.4039
ENSG00000008130	28.3623	19.4365	22.8896	68.5589	154.4348	68.1608	47.1083	48.3893	127.9744
ENSG00000008196	NA	NA	NA	NA	NA	NA	2.265	2.888	0.3754
ENSG00000008197	0.46	0.165	0.4002	NA	NA	NA	NA	NA	NA
ENSG00000008226	0.1502	0.4713	0.1867	0	0	0	22.4715	31.3237	14.2256
ENSG00000008256	29.0914	26.0316	30.7454	2.6125	4.2705	5.767	49.4115	61.1178	55.0488
ENSG00000008277	106.1629	85.7339	112.3287	NA	NA	NA	4.5847	2.6045	0.7402
ENSG00000008282	20.3018	29.4258	27.6562	45.0203	1.0712	1.7586	220.7861	225.2355	20.2436
ENSG00000008283	34.9105	25.7288	30.0204	7.4253	10.8944	7.0926	6.4126	4.5175	20.7146
ENSG00000008294	126.5841	151.0238	125.9515	19.0425	20.6545	25.9311	210.0034	194.4563	61.6181
ENSG00000008300	20.6116	16.4211	22.1859	NA	NA	NA	7.0689	4.8049	9.3493
ENSG00000008311	15.6784	16.5997	11.1828	14.2643	12.6189	73.0431	8.0993	4.6833	4.0289
ENSG00000008323	NA	NA	NA	0.7192	5.0048	3.2024	0.963	1.4574	1.5081
ENSG00000008324	34.2998	28.2621	26.5039	20.2578	19.384	26.6449	12.4306	4.4528	31.2436
ENSG00000008382	17.5248	10.9353	12.7423	9.7831	92.8483	61.7737	3.3011	3.5228	22.3781
ENSG00000008394	37.3899	81.0457	37.7392	2626.5867	24.9951	37.3028	11.315	7.6686	1.3865
ENSG00000008405	12.9341	10.3091	16.3586	5.0649	5.6259	8.6389	88.9411	55.2891	25.0571
ENSG00000008438	0	0.1097	0	1.0554	2.2217	0.422	0	0.0979	0.2928
ENSG00000008441	129.8429	142.4214	130.0953	13.8433	124.2262	62.4008	24.2291	17.006	190.3535
ENSG00000008513	14.8432	9.0632	11.5099	68.7137	188.556	219.6537	6.1242	2.6595	32.1809
ENSG00000008516	0	0.2499	0.0866	3.0714	2.2607	5.6681	NA	NA	NA
ENSG00000008517	1.0956	1.9647	1.5321	412.4083	331.1466	34.0885	3.2885	3.0627	67.2938
ENSG00000008710	36.1623	10.4821	24.9164	2.2007	17.9545	27.9036	13.5446	12.6512	71.7264
ENSG00000008735	179.4692	113.3265	164.6398	NA	NA	NA	15.8207	10.8989	29.9763
ENSG00000008838	33.2276	29.0233	27.9121	9.3549	28.7468	18.4967	40.6106	57.8289	65.3238
ENSG00000008853	80.0881	50.9133	85.0882	2.017	2.9693	2.7917	8.0935	5.3804	37.932
ENSG00000008869	38.2593	29.5082	38.9405	3.6023	1.1138	1.1435	11.5667	5.6992	4.8021
ENSG00000008952	137.5654	217.4727	108.1589	125.3173	62.9647	84.7946	84.7765	69.5595	46.0001
ENSG00000008988	147.6493	301.2105	178.9275	282.931	17.8073	19.7656	542.2512	382.3977	29.2436
ENSG00000009307	253.1955	362.3096	279.2366	188.9398	20.7157	41.1498	734.3218	638.2903	103.9908
ENSG00000009335	56.3431	47.1919	63.5288	25.0297	20.3345	15.8365	83.6656	52.4569	52.5456
ENSG00000009413	17.5515	17.9676	22.1717	6.1764	1.3873	0.9276	21.2754	11.3638	5.7195
ENSG00000009694	12.3379	7.0854	10.5077	1.8211	3.5819	3.8431	1.4895	0.7157	1.3371
ENSG00000009709	2.3805	1.4675	1.757	NA	NA	NA	NA	NA	NA
ENSG00000009724	0	0	0	104.1362	173.226	121.7938	0	0.0791	0
ENSG00000009765	NA	NA	NA	20.6475	40.8857	50.1658	NA	NA	NA
ENSG00000009780	12.2861	12.7007	17.2178	5.4002	2.0669	4.9933	44.3142	45.2938	13.9987
ENSG00000009790	0.6986	0.8614	0.5699	3.0508	4.6131	3.0873	4.619	9.9112	6.6191
ENSG00000009830	8.4775	4.8068	8.1359	2.2424	3.7086	2.9334	19.4303	22.199	27.9302
ENSG00000009844	53.1352	62.3806	63.5697	19.3059	9.0428	6.8827	23.8925	13.3438	12.641
ENSG00000009950	5.0579	2.3563	4.531	21.8634	334.584	210.51	5.1296	4.7729	7.658
ENSG00000009954	48.4813	65.3026	43.3969	17.7358	27.8669	29.5087	45.7519	29.281	49.8776
ENSG00000010017	83.3025	117.4164	89.2877	21.3605	10.5193	12.299	323.263	297.4119	53.3544
ENSG00000010030	0	1.1315	0.7059	1.4151	2.7081	0.8705	0.1184	0	3.09
ENSG00000010072	8.5589	8.1156	7.9488	3.479	6.1822	4.3056	42.8221	27.0922	16.951
ENSG00000010165	21.2103	18.6174	22.2567	8.7916	22.1677	12.4698	32.7812	26.1038	47.6069
ENSG00000010219	8.5122	7.9231	8.0797	8.6389	5.2904	5.8722	83.001	166.0915	20.665
ENSG00000010244	63.2023	56.7156	66.0048	26.7132	19.9342	16.6264	93.4679	80.8453	67.9639
ENSG00000010256	187.2084	152.5434	172.4155	101.6205	219.2896	212.5828	229.3842	217.2225	209.7061
ENSG00000010270	55.647	73.5014	64.9614	19.6408	1.0159	1.2381	66.5432	44.0097	16.9973
ENSG00000010278	116.0923	112.1192	70.0615	20.0646	7.4711	22.8704	25.4827	14.5921	48.037
ENSG00000010282	55.9371	37.0189	30.3762	NA	NA	NA	1.3496	1.3231	1.1124
ENSG00000010292	10.1774	10.5132	9.7875	3.3045	4.4502	4.3738	36.281	33.1543	39.9896
ENSG00000010295	31.2195	21.6973	21.586	3.7869	20.0362	11.0595	12.3862	10.6813	42.4878
ENSG00000010310	0.3973	0	0.5762	0.3362	0.6435	1.0083	0	0.201	0.1502
ENSG00000010318	2.7762	10.9192	3.451	4.082	2.7081	2.8291	3760.7368	5802.1257	539.546
ENSG00000010319	5.3253	0.6348	3.5777	0.3269	1.001	0.915	NA	NA	NA
ENSG00000010322	98.268	83.5767	86.0605	4.2627	25.1125	21.6812	65.8924	65.7196	188.0338
ENSG00000010327	3.9911	5.2747	3.6238	76.5407	50.1569	135.8695	4.1044	2.0934	47.8176
ENSG00000010361	14.2084	12.1214	13.1928	4.0004	17.1445	20.3887	30.9884	56.7927	27.4922
ENSG00000010379	2.1584	0.896	2.1365	2.0719	22.1501	14.7124	2.7211	2.9119	0.7413
ENSG00000010404	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000010438	15.7259	13.5342	15.0787	7.2257	2.6091	2.7256	1.9927	10.0159	0.6605
ENSG00000010539	5.9039	6.6037	7.8307	3.4094	0.2559	1.2029	48.09	37.9572	8.6302
ENSG00000010610	4.1484	6.8745	3.1005	31.662	44.5557	79.8719	9.1158	2.5727	15.8621
ENSG00000010626	7.1615	11.0478	10.0508	1.2692	3.8169	1.0875	79.281	70.6185	38.6492
ENSG00000010671	1.3892	1.8685	1.1225	0.3616	0	0	0.6486	0.8389	0.1254
ENSG00000010704	1.5194	0.6193	0.8585	14.4762	13.1107	12.3864	NA	NA	NA
ENSG00000010803	19.2174	19.4864	16.4986	5.5044	10.1126	9.8098	37.5197	59.72	36.9841
ENSG00000010810	95.4247	114.8098	102.8584	13.5257	13.0162	20.9375	26.3861	15.0632	35.139
ENSG00000010818	102.202	84.0553	113.0606	4.0528	3.317	3.4483	4.5516	2.9097	9.2461
ENSG00000010932	NA	NA	NA	0.5461	1.0451	0	1.6792	1.3394	6.8719
ENSG00000011007	18.8537	21.2876	18.2428	33.8796	37.1488	41.514	54.7411	59.769	42.5856
ENSG00000011009	9.8696	6.7072	10.1376	11.202	34.4716	20.2455	5.1437	7.5684	22.8111
ENSG00000011021	47.2909	36.4178	39.8962	2.8199	6.5856	9.5554	16.0952	15.6547	20.8649
